horse_id,horse_name,n_races_tracked_2019,n_races_2019,n_races_2020,n_races_2021,n_races_diff_2019,avg_race_dist_meters,avg_finishing_place,avg_ranking,avg_acceleration,avg_speed,avg_weight_carried,n_dnf,date_dnf_1,date_dnf_2,avg_total_race_strain,min_days_between_races,first_quartile_days_between_races,median_days_between_races,third_quartile_days_between_races,max_days_between_races,injury_track,injury_location,injury_surface_location,injury_details_reported,days_off_pre_injury,days_injury_to_race,injury_date,last_race_pre_injury,fatal,race_length_injury_meters,n_injury_type,injury_track_location_clean,if_injury_reported,dnf_from_injury,under_raced_2019,under_raced_2020,under_raced_2021,ever_under_raced
1956,Cazilda Fortytales,2,NA,NA,NA,NA,1307.592,4,6,2.0662714095051884,2.2875612478727483,116.5,0,NA,NA,-2549.775070386011,28,28,28,28,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1957,Bella Invasion,8,NA,NA,NA,NA,1282.4460000000001,5.875,3.857142857142857,2.1359969924735918,5.163876306239683,116.625,0,NA,NA,-2231.315514416347,7,14,18,26.5,30,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1958,Lucky Lizzie,2,NA,NA,NA,NA,1257.3000000000002,5.5,3.5,2.3752950263180583,1.2043197999818611,119,0,NA,NA,-1068.0628192517138,13,13,13,13,13,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1959,Carpe Amorina,1,NA,NA,NA,NA,1307.592,9,12,2.192469070901758,3.381875019204801,112,0,NA,NA,-6855.885507072406,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1960,Voltairine,2,NA,NA,NA,NA,1257.3000000000002,7.5,8.5,1.6374176605308732,5.011541197805415,119,0,NA,NA,-1933.539882797453,22,22,22,22,22,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1961,Funfetti,2,NA,NA,NA,NA,1207.008,7,6,2.368467025473871,4.18216404934425,119,0,NA,NA,-3266.8790463880296,122,122,122,122,122,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1962,Luzmaria,4,NA,NA,NA,NA,1307.592,8.5,6.25,1.8654379842673907,3.229605933039714,113,0,NA,NA,-3092.653275279886,8,13.5,19,21,23,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1963,Network Effect,2,NA,NA,NA,NA,1609.344,4.5,8,2.4161366840966014,5.773522451311657,116.5,0,NA,NA,-583.7878645047342,27,27,27,27,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1964,Airtouch,2,NA,NA,NA,NA,1408.176,1.5,5,2.467184660725486,5.136342610717838,122.5,0,NA,NA,-907.7608460266448,71,71,71,71,71,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1965,Dark Storm,8,9,2,14,1,1647.063,3,3.5,2.282991383097055,5.476012658071559,118.25,0,NA,NA,-1117.150468844443,21,24,27,32,61,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1966,Aurelius Maximus,1,NA,NA,NA,NA,1609.344,4,6,3.8067322537308654,4.658076199158161,120,0,NA,NA,-453.9735168508046,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1967,Purrageous Dyna,3,5,4,4,2,1475.232,4.666666666666667,4.333333333333333,2.1899463560247483,6.2394684917066066,122.33333333333333,0,NA,NA,-2320.136980587103,16,45.5,75,104.5,134,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1968,Fly So Pretty,2,NA,NA,NA,NA,1156.716,1,7,2.1823742966700714,6.654889653355343,119.5,0,NA,NA,-1436.924677229275,112,112,112,112,112,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1969,Miss J McKay,1,1,3,2,0,1207.008,2,3,1.775808754142534,8.206809760548332,122,0,NA,NA,-1009.859407893832,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1970,Karak,3,3,1,1,0,1139.952,2.6666666666666665,3,2.1337754074745554,5.733721546387323,119.66666666666667,0,NA,NA,-1112.5686163811608,36,60.25,84.5,108.75,133,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1971,Enola Gay,1,3,1,1,2,1207.008,4,8,2.1159581709837525,8.329907616449384,120,0,NA,NA,-787.4434727987947,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1972,Lucrezia,1,NA,NA,NA,NA,1207.008,5,9,3.2272866477881337,7.785091471607224,120,0,NA,NA,-871.279941315625,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1973,A Freud of Mama,5,NA,NA,NA,NA,1227.1248,3.4,5,2.088785847382112,6.916613086881364,119.6,0,NA,NA,-1403.0339168162195,21,21.75,28.5,35.25,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1974,Violent Point,5,5,7,13,0,1166.7744,3.4,2.8,2.3007184891540335,5.443725710756543,119.8,0,NA,NA,-776.1582873512657,25,34,43,56.5,79,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1975,Bayerly Seen,1,NA,NA,NA,NA,1207.008,8,1,2.165605507115585,8.301276355463681,122,0,NA,NA,-774.8289570778907,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1976,Masque d'Oiseau,1,NA,NA,NA,NA,1207.008,9,4,2.2843385762117463,8.486613426784292,120,0,NA,NA,-587.1119624186155,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1977,Bray,2,NA,NA,NA,NA,1709.928,1.5,7.5,1.434380940179207,3.0732303683187983,121,0,NA,NA,-1522.9724080980536,20,20,20,20,20,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1978,Monkeyseemonkeydo,4,NA,NA,NA,NA,1659.636,4,4,2.1989301341853595,3.390317929931061,124,0,NA,NA,-962.5007415374472,12,14.5,17,29.5,42,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1979,Loaded Joe,4,4,6,15,0,1508.76,5.25,4,2.096222133754595,5.120629893310274,121,0,NA,NA,-1129.8996140843594,18,21,24,28,32,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1980,Sandy Lane Kitten,5,NA,NA,NA,NA,1790.3952000000002,4.2,5.6,2.1233654732712104,3.156769305214457,122.6,0,NA,NA,-1870.599969824602,13,19.75,23.5,26.5,31,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1981,Lookin At Roses,4,NA,NA,NA,NA,1684.7820000000002,6.5,5.25,2.1450819588600787,4.028529273140737,119.25,0,NA,NA,-2059.690658582227,27,43,59,84.5,110,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1982,Pallas Athene,5,5,7,1,0,1890.9792,6.6,5.8,2.2928601129073725,4.284502005000085,117.6,0,NA,NA,-1183.738713932682,16,33.25,45.5,58,76,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,TRUE,TRUE
1983,Roller Rolls On,3,NA,NA,NA,NA,1709.928,5.666666666666667,3,1.7483388302763643,5.102534956941548,124,0,NA,NA,-1691.6416909553925,19,20.5,22,23.5,25,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1984,Noble Nebraskan,1,NA,NA,NA,NA,1709.928,10,10,1.5483227566814393,4.790321805684937,121,0,NA,NA,-2011.0645119131452,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1985,Foti,6,NA,NA,NA,NA,1709.928,6.666666666666667,6.166666666666667,2.0087627744605467,6.665159953990932,118.83333333333333,0,NA,NA,-958.3672508958588,28,32,35,37,45,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1986,Jabuticaba,1,NA,NA,NA,NA,1709.928,1,1,2.1078433846787386,4.179108316082624,120,0,NA,NA,-739.6196950307893,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1987,Rosebud's Hope,2,NA,NA,NA,NA,1709.928,2.5,4,2.3429222084711183,6.415613940499289,123.5,0,NA,NA,-897.8976595481467,46,46,46,46,46,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1988,Fed Up Fired Up,1,NA,NA,NA,NA,1709.928,3,3,1.7457282112545336,4.56207798426926,123,0,NA,NA,-630.8835754869459,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1989,Justin Time,1,NA,NA,NA,NA,1709.928,4,7,2.14860016935629,4.43146484072656,125,0,NA,NA,-618.6518011727326,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1990,Arch of Troy,3,NA,NA,NA,NA,1676.4,4.333333333333333,6,2.124157302230068,5.990145748079932,124,0,NA,NA,-961.029600922404,23,29.75,36.5,43.25,50,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1991,Customerexperience,2,2,6,7,0,1207.008,2.5,3,2.319527697499065,6.533683807763749,118.5,0,NA,NA,-889.2997786595483,33,33,33,33,33,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1992,Mariposa d'Oro,1,NA,NA,NA,NA,1207.008,2,5,1.7072061186314529,8.066272209048092,119,0,NA,NA,-937.1598239523456,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1993,Halo City,2,2,10,17,0,1257.3000000000002,2.5,4,2.067573460934604,6.083045806687103,116.5,0,NA,NA,-616.1335700724667,27,27,27,27,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1994,Money Never Sleeps,2,NA,NA,NA,NA,1207.008,5,5.5,2.114400086211477,7.5346743924859325,119,0,NA,NA,-1843.947748001181,36,36,36,36,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1995,Quantum Computing,2,NA,NA,NA,NA,1156.716,5,2.5,2.158539538732658,7.0331717516029535,119,0,NA,NA,-1804.9416909263496,85,85,85,85,85,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1996,Twirling Faith,2,NA,NA,NA,NA,1207.008,4,3.5,2.235455465125597,5.698193870004376,119,0,NA,NA,-1234.010802665075,31,31,31,31,31,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1997,Annoula,2,NA,NA,NA,NA,1207.008,6.5,5.5,2.29437215905478,5.691798175273731,116.5,0,NA,NA,-2553.216876728643,25,25,25,25,25,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1998,Data Driven,4,NA,NA,NA,NA,1332.738,2.75,4,2.0388625554170083,6.446715151021019,119.75,0,NA,NA,-999.0168984822782,14,24,34,42.5,51,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
1999,Cartwheelin Lulu,2,NA,NA,NA,NA,1257.3000000000002,2,3.5,3.520216772435399,5.636453424994979,117.5,0,NA,NA,-531.8532549500396,45,45,45,45,45,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2000,Bertranda,9,NA,NA,NA,NA,1251.712,3.888888888888889,3.666666666666667,2.1871806250770423,5.791631558266614,122,0,NA,NA,-712.1094428238803,16,21.75,25,30.75,44,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2001,Chowda,4,5,6,4,1,1282.446,3.75,5.5,2.1039268809527614,5.32686153470579,119.25,0,NA,NA,-1344.3988977669935,18,25.5,33,45,57,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2002,Bourbon Bay,2,2,8,10,0,1257.3000000000002,1.5,7,2.13164484058722,3.6588032612132864,119,0,NA,NA,-1449.9943142181746,24,24,24,24,24,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2003,Tercero,3,4,5,1,1,1341.1200000000001,6,7,2.229741061449863,4.762817019247476,119,0,NA,NA,-1898.1583591836325,33,34.5,36,37.5,39,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2004,Jack of Clubs,3,NA,NA,NA,NA,1374.6480000000001,3.3333333333333335,2.6666666666666665,2.208926432674986,5.459039721223725,119,0,NA,NA,-1848.9949867309972,13,17,21,25,29,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2005,Noble Endeavor,1,NA,NA,NA,NA,1307.592,5,6,2.391627866074383,2.9291109926211223,119,0,NA,NA,-2473.1560600849284,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2006,Selfmade,2,NA,NA,NA,NA,1458.468,6.5,4.5,2.0493180604700685,4.203566138622618,119,0,NA,NA,-2245.4636235772487,48,48,48,48,48,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2007,Beta,3,3,10,8,0,1274.064,4.666666666666667,3.3333333333333335,2.0891910670044957,2.698739744090837,114.66666666666667,0,NA,NA,-964.3183077919076,16,18,20,22,24,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2008,Oconee,2,NA,NA,NA,NA,1307.592,8.5,7.5,2.2949410404095416,3.471570702106497,119,0,NA,NA,-2432.4153040306205,33,33,33,33,33,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2009,Oneshotatforever,2,NA,NA,NA,NA,1458.468,9,9,1.6032366344715108,5.55264522528317,119,0,NA,NA,-1668.6740951777497,48,48,48,48,48,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2010,Willing to Speed,9,NA,NA,NA,NA,1721.104,3,5.888888888888889,2.2400896036986597,4.738366379085678,118.77777777777777,0,NA,NA,-1250.996832485298,7,20.5,21,32.25,56,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2011,Ninja Dust,11,13,2,3,2,1536.192,5,5.285714285714286,2.1721107920402503,6.254661535938064,117.81818181818181,0,NA,NA,-1217.337637247232,12,12.5,17,25.25,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2012,Tricky Magician,3,NA,NA,NA,NA,1709.928,5.333333333333333,5.5,2.4483873886101852,6.45271446085354,119.33333333333333,0,NA,NA,-1991.3864707469736,47,47.25,47.5,47.75,48,Saratoga,Racing,Turf,"Vanned off, possibly threw a shoe",40,48,2019-08-08,2019-06-29,No,1609.34,1,After The Race,TRUE,NA,FALSE,FALSE,FALSE,FALSE
2013,I'm Elmer J Fudd,6,NA,NA,NA,NA,1475.232,6.166666666666667,5.75,2.010299800638763,6.675169489055446,118.83333333333333,0,NA,NA,-1537.1174694058543,6,29,40,42,58,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2014,Solar,3,NA,NA,NA,NA,1676.4,6.666666666666667,6.333333333333333,2.1558891392814354,5.872359202076231,119,0,NA,NA,-661.7660722285833,27,58,89,120,151,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2015,Fairy Link,5,NA,NA,NA,NA,1548.9936,7.4,6,2.1307275511171455,5.294757820027547,120.4,1,2019-05-03,NA,-3115.2578413658875,24,33.75,39,53.25,90,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2016,Duress,4,6,5,5,2,1357.884,3,6.5,2.1115641821755946,4.858116589543466,118.75,0,NA,NA,-1180.8766586108352,31,37,43,46,49,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2017,Smile Bryan,4,4,6,10,0,1282.446,3,6.5,2.0274589569361456,5.171714128437585,120.5,0,NA,NA,-1069.1091532265768,15,28,41,58,75,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2018,Hurricane Hill,2,3,4,1,1,1156.716,3,4.5,1.9287952163283253,3.7734638289404234,120.5,0,NA,NA,-980.8438091599896,107,107,107,107,107,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,TRUE,TRUE
2019,Standup,3,NA,NA,NA,NA,1341.1200000000001,3.6666666666666665,6.666666666666667,2.267494550009988,3.5166454706591996,120.33333333333333,0,NA,NA,-1196.109723095892,35,42.25,49.5,56.75,64,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2020,Clyde's Runner,6,NA,NA,NA,NA,1408.176,2.6666666666666665,6.2,2.2721672079483053,5.896137539630482,124,0,NA,NA,-942.7173893632375,16,28,30,37,60,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2021,Boppin Anda Weavin,2,NA,NA,NA,NA,1408.176,5,13,2.426711928302518,4.587077702076102,124,0,NA,NA,-661.9084821866078,30,30,30,30,30,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2022,Lundqvist,6,NA,NA,NA,NA,1324.356,4,4.6,2.121441267727211,5.037656864797467,123.83333333333333,0,NA,NA,-887.0271466017484,30,32,39,39,44,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2023,Honey Won't,6,NA,NA,NA,NA,1274.064,4.666666666666667,3.8333333333333335,2.1436885723779864,4.728227104005374,120,0,NA,NA,-619.3335048660468,14,18,23,69,72,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2024,Wild One Forever,4,NA,NA,NA,NA,1181.862,4.5,5.75,2.250960976611676,5.875049650986021,119.5,0,NA,NA,-1332.0496088883451,53,59.5,66,70,74,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2025,English Humor,3,NA,NA,NA,NA,1240.536,7,8.333333333333334,2.162975254774401,3.7259663257305062,120.66666666666667,0,NA,NA,-898.7725725308004,35,37,39,41,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2026,Country Grammer,2,NA,NA,NA,NA,1709.9279999999999,2.5,5,2.4175823978414988,7.60369233672271,119,0,NA,NA,-2513.332435340326,37,37,37,37,37,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2027,Portos,3,3,1,2,0,1810.512,2.3333333333333335,5,2.0219457295108625,4.41415685558406,119,0,NA,NA,-3519.7848740652935,50,57.75,65.5,73.25,81,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2028,Mo and Go,4,NA,NA,NA,NA,1735.074,5.75,3.75,2.3837704932346546,4.586460919583571,119,0,NA,NA,-2542.666542897376,26,31.5,37,40.5,44,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2029,Mischief Afoot,4,NA,NA,NA,NA,1609.344,4.75,4.5,2.4375030967543143,6.905606663945084,119,0,NA,NA,-2537.176615535673,26,30.5,35,36,37,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2030,Juulstone,3,NA,NA,NA,NA,1542.288,5.666666666666667,5.5,2.0238844259110262,5.220179220884507,119,0,NA,NA,-2853.6052171451374,26,30.5,35,39.5,44,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2031,Tapage,4,NA,NA,NA,NA,1609.344,6.25,4.5,1.9608588731245307,5.767397274967558,119,0,NA,NA,-2243.44437106893,26,30.5,35,36,37,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2032,Hard Sting,5,NA,NA,NA,NA,1609.344,6.6,4.6,2.0627302887224235,6.715982831448714,118.8,0,NA,NA,-2229.7385954860047,21,31.5,35,35.5,37,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2033,Vintage Print,2,NA,NA,NA,NA,1709.9279999999999,7,2.5,1.9740976866059516,7.706790030225537,119,0,NA,NA,-3045.5707402990593,37,37,37,37,37,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2034,King of American,8,9,13,12,1,1445.895,5.125,3.8333333333333335,1.7042234851358002,5.878951818542125,117.75,0,NA,NA,-3033.070309485102,11,14,16,28.5,39,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2035,Afleet Brody,1,NA,NA,NA,NA,1810.512,10,10,1.8434108081998644,6.733467434609578,114,0,NA,NA,-9332.310440856134,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2036,Out of Trouble,6,NA,NA,NA,NA,1609.344,2.8333333333333335,4.4,2.1167686455423533,6.956982551359397,123.16666666666667,0,NA,NA,-657.8441836146351,8,16,22,29,68,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2037,Fetching,7,7,8,10,0,1681.1897142857142,3.7142857142857144,4.285714285714286,2.1521638081137646,3.9906274101983583,117.71428571428571,0,NA,NA,-1107.1831798781843,20,21.25,27.5,35.25,38,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2038,Short Pour,5,7,6,2,2,1448.4096,4,4.4,2.104913201566035,5.747689513339464,119.6,0,NA,NA,-703.5067955517744,30,33.75,36.5,43.5,60,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2039,Pins and Needles,2,NA,NA,NA,NA,1207.008,2.5,3.5,2.2366197749541836,6.921976505912144,124,0,NA,NA,-903.4712159181954,32,32,32,32,32,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2040,Deja Raconte,4,NA,NA,NA,NA,1232.154,3.75,6.25,2.0628513617407402,5.632689439929209,121.25,0,NA,NA,-1698.2311185971598,10,16,22,64,106,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2041,Plink Freud,7,NA,NA,NA,NA,1264.4845714285714,4.142857142857143,5.142857142857143,2.0068378760796084,5.838808441278779,119,0,NA,NA,-1001.7228221320609,23,26.75,30,38.5,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
2042,Freudycatfever,5,NA,NA,NA,NA,1307.592,7,6,2.066617455795411,4.44328228384981,119.8,0,NA,NA,-1777.6808331873162,32,32,41.5,56.75,74,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA,FALSE,FALSE,FALSE,FALSE
