horse_id,horse_name,n_races_tracked_2019,n_races_2019,n_races_2020,n_races_2021,n_races_diff_2019,avg_race_dist_meters,avg_finishing_place,avg_ranking,avg_acceleration,avg_speed,avg_weight_carried,n_dnf,date_dnf_1,date_dnf_2,avg_total_race_strain,min_days_between_races,first_quartile_days_between_races,median_days_between_races,third_quartile_days_between_races,max_days_between_races,injury_track,injury_location,injury_surface_location,injury_details_reported,days_off_pre_injury,days_injury_to_race,injury_date,last_race_pre_injury,fatal,race_length_injury_meters,n_injury_type,injury_track_location_clean,if_injury_reported,dnf_from_injury
1646,Portfolio Hedge,2,4,1,2,2,1659.636,2,10,2.104573390764432,4.042815676585066,119,0,NA,NA,56.097515477286244,55,55,55,55,55,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1647,Dante's Fire,4,4,5,3,0,1433.3220000000001,3.75,5,1.8945674916466646,4.642143040790801,119,0,NA,NA,NA,14,17.5,21,32,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1648,Empire Express,2,NA,NA,NA,NA,1659.636,5.5,8.5,2.0024049237570076,4.835351775662385,119,0,NA,NA,39.32566782552328,57,57,57,57,57,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1649,Michael's Bad Boy,2,3,5,5,1,1458.468,5,8.5,2.1528287328091125,5.007863897336077,119,0,NA,NA,NA,43,43,43,43,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1650,Political,3,NA,NA,NA,NA,1542.288,6,8,2.0741440615007134,4.64919172777843,117.33333333333333,0,NA,NA,22.801480652845182,29,29.25,29.5,29.75,30,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1651,Lord Camden,4,4,4,5,0,1282.446,6.25,4.5,2.2541123044456666,5.225458004900998,117.75,0,NA,NA,NA,14,21,28,35.5,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1652,Bellarmine Hall,3,NA,NA,NA,NA,1676.4,5.666666666666667,5.5,1.9103067774278066,4.82749389556988,119,0,NA,NA,59.52503252230203,26,26.75,27.5,28.25,29,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1653,Stash My Money,5,NA,NA,NA,NA,1589.2272,6,4,1.8834750523237662,6.327754421475323,119,0,NA,NA,66.38541958953122,6,10.5,20.5,31.5,39,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1654,Legend of Bam,5,NA,NA,NA,NA,1569.1104,8.2,4.75,1.879782155224,5.423211922440016,119.6,0,NA,NA,NA,12,24.75,33,38.75,44,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1655,Payne,6,NA,NA,NA,NA,1374.6480000000001,1.8333333333333333,4.4,2.0039099291696925,7.097110813026042,123.16666666666667,0,NA,NA,54.0197518242833,27,37,40,42,70,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1656,Sobersick N Sorry,5,NA,NA,NA,NA,1327.7088,4.2,5,2.0053292530225746,4.1393949828364125,118.4,0,NA,NA,NA,16,19,27,34.75,37,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1657,Souper Courage,1,NA,NA,NA,NA,1207.008,3,6,1.9137299569014796,3.725888271124498,122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1658,No Regrets,7,NA,NA,NA,NA,1264.4845714285714,3.857142857142857,3.5,1.938696805136723,6.055592968682839,121.85714285714286,0,NA,NA,NA,12,13.25,18.5,32.75,57,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1659,Golden Award,3,NA,NA,NA,NA,1810.512,2.6666666666666665,2.6666666666666665,2.2359833067633708,4.560782094568709,119.66666666666667,1,2019-08-24,NA,NA,34,43,52,61,70,Saratoga,Racing,Main Track,"Pulled up, walked off",34,70,2019-08-24,2019-07-21,No,1810.5075,1,Homestretch,TRUE,TRUE
1660,Moonlit Garden,1,NA,NA,NA,NA,1810.512,3,9,2.0671685494399243,7.00555999091184,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1661,Gotham Gala,1,NA,NA,NA,NA,1810.512,4,1,2.235813875489054,6.713810684696182,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1662,Alberobello,3,NA,NA,NA,NA,1743.456,3,2.6666666666666665,2.1708850062737386,5.843459230705428,119,0,NA,NA,14.346022777475737,76,84,92,100,108,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1663,Zena Rules,2,NA,NA,NA,NA,1810.512,4,7,2.1239371487583494,4.5522198059616805,120.5,0,NA,NA,NA,86,86,86,86,86,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1664,Jeltrin,4,NA,NA,NA,NA,1634.49,4.5,6,1.9086194215574208,8.093263928404896,120,0,NA,NA,34.08390577187721,21,28,35,63,91,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1665,Bellera,3,NA,NA,NA,NA,1810.512,3.666666666666667,4.666666666666667,2.5379304583409397,4.963809945813887,117.66666666666667,1,2019-11-02,NA,NA,27,38.5,50,61.5,73,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1666,Him She Kisses,3,4,3,15,1,1274.064,3.666666666666667,3.6666666666666665,1.9873715157515832,6.787711721057329,119.33333333333333,0,NA,NA,NA,18,18.75,19.5,20.25,21,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1667,Microscope,2,4,11,11,2,1257.3000000000002,1.5,6,2.6494017807655665,3.163866416532138,119,0,NA,NA,NA,42,42,42,42,42,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1668,Blues City,7,9,2,4,2,1235.7462857142857,3,4.571428571428571,2.076777928052332,6.500214911374375,118.71428571428571,0,NA,NA,32.30609467274137,17,22.75,32.5,45.25,83,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1669,Victory Built,5,6,5,8,1,1408.1760000000002,5.6,5.5,2.1886175019807452,5.1355605553002635,119,0,NA,NA,95.69911606327082,21,21,22,31,55,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1670,Wild Banker,5,7,9,9,2,1448.4096,4.2,5.25,2.1141110693023526,4.978655622663554,119,0,NA,NA,46.28704862251072,8,17,20.5,22.75,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1671,True Palace,5,7,17,18,2,1508.76,6.8,6.25,2.027701532327199,5.482522365044672,119.4,0,NA,NA,30.621743830829626,7,10.75,14.5,17.75,20,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1672,Titan's Will,5,5,9,2,0,1287.4752,6.2,6,2.1024520954668766,4.4257319310527254,119,0,NA,NA,63.28287540910931,21,21,38,55.25,56,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1673,Small Invasion,2,NA,NA,NA,NA,1156.716,5.5,6.5,2.4046327634696496,3.754450436011955,119,0,NA,NA,NA,28,28,28,28,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1674,Macho Boy,7,8,11,10,1,1192.6388571428572,5.428571428571429,2.5714285714285716,2.2186715240257153,4.897893419979023,118.28571428571429,0,NA,NA,NA,14,17.5,25,30.25,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1675,Big Royal Lineage,4,NA,NA,NA,NA,1207.008,6,1.3333333333333333,2.300543063515487,5.161248095858951,119,0,NA,NA,NA,31,31,31,31,31,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1676,Cray Cray,2,NA,NA,NA,NA,1257.3000000000002,8.5,5,2.305132155059492,4.762446470379384,119,0,NA,NA,NA,30,30,30,30,30,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1677,Autonomous,1,NA,NA,NA,NA,1207.008,1,4,2.299796297772364,5.478582269746918,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1678,Bay Jewel,3,3,5,10,0,1207.008,3.3333333333333335,5.666666666666667,2.1162266831228544,6.640281938197963,119,0,NA,NA,NA,26,26.5,27,27.5,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1679,Sengekontacket,2,3,7,3,1,1408.176,3.5,2.5,2.2511708793877965,4.876313499454392,119,0,NA,NA,28.60879407327214,39,39,39,39,39,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1680,Brooke and Emory,1,NA,NA,NA,NA,1207.008,4,6,2.1941147401402525,4.276639045692109,119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1681,Amazing Ride,2,NA,NA,NA,NA,1207.008,4.5,1,2.1335761200570618,7.190990301551407,119,0,NA,NA,NA,28,28,28,28,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1682,Sky Tap,2,NA,NA,NA,NA,1257.3000000000002,6,6.5,2.303884685494544,3.4924929721003535,119,0,NA,NA,NA,49,49,49,49,49,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1683,Worth a Shot,4,7,1,1,3,1408.176,1.5,6.333333333333333,2.0630083670247403,6.329237961452547,119.5,0,NA,NA,45.308809546477754,15,28,41,56,71,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1684,Nutzforboltz,8,15,8,6,7,1659.636,3.5,5.428571428571429,2.1015404263337514,5.762928153495601,121.875,0,NA,NA,22.352093419572192,12,14.5,18,23.5,54,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1685,Jo's Bold Cat,2,4,6,1,2,1408.176,3.5,5,2.2097867839120386,6.65811365581545,123,0,NA,NA,21.492821903929165,46,46,46,46,46,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1686,Albie,4,6,8,9,2,1559.0520000000001,4,3.3333333333333335,2.079458961772098,5.894948768077736,119.25,0,NA,NA,14.25235519646066,16,21,26,43,60,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1687,Dashing Dan,4,NA,NA,NA,NA,1634.49,5.25,2,2.2980233981859595,5.956287779586477,119.5,0,NA,NA,27.132040408678332,21,30,39,40.5,42,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1688,Risky Sour,9,NA,NA,NA,NA,1709.928,4.777777777777778,5,2.1844277875834295,5.7714703067777,119.44444444444444,0,NA,NA,36.43720508690258,13,17.5,21.5,24.75,29,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1689,They Shot Sonny,4,NA,NA,NA,NA,1282.446,5.75,5.75,2.290104387345936,4.631058386076897,120,0,NA,NA,NA,14,17,20,24.5,29,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1690,Majestic Affair,5,NA,NA,NA,NA,1347.8256,6,4.25,2.04990254719918,4.800764065560684,123.6,0,NA,NA,NA,32,33.5,34,35.25,39,Saratoga,Racing,Main Track,"Fell, no injuries found",39,34,2019-08-29,2019-07-21,No,1207.008,1,After The Race,TRUE,NA
1691,Somes Sound,5,NA,NA,NA,NA,1287.4752,5.2,2.75,2.078783570526338,5.825659193352284,120.2,0,NA,NA,NA,25,27.25,33.5,43.25,56,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1692,Long Term Thinking,1,NA,NA,NA,NA,1207.008,2,5,2.303821752443929,5.958494815646613,122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1693,Alan's Argument,2,NA,NA,NA,NA,1257.3000000000002,4.5,6.5,2.116590969755943,9.880040491808321,122,0,NA,NA,NA,39,39,39,39,39,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1694,Fabulous Fun,1,NA,NA,NA,NA,1207.008,5,6,2.118584360846377,6.297326256280471,122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1695,Ownitifyouwantit,4,NA,NA,NA,NA,1533.906,5.25,3.25,2.1052770730527435,4.546520762719213,119.5,0,NA,NA,-2.295016063099192,31,35,39,45.5,52,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1696,Mucho Sunshine,5,7,8,9,2,1367.9424000000001,6,2.75,2.0263157349571,7.3248729043056695,119.8,1,2019-12-30,NA,NA,18,33.75,39,56.75,110,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1697,Up and Onward,3,NA,NA,NA,NA,1240.536,6.666666666666667,6,2.0615464991585024,4.5918058451565935,120,0,NA,NA,NA,28,37,46,55,64,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1698,Speaktomeofsummer,1,2,5,3,1,1609.344,1,6,1.9222589091869815,3.3874886725533395,120,0,NA,NA,38.021052465440576,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1699,English Breeze,4,NA,NA,NA,NA,1684.7820000000002,2.75,4.25,1.8829815092583588,6.67602266068038,120.25,0,NA,NA,20.01239136587899,15,23,31,33,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1700,Quality Heat,2,NA,NA,NA,NA,1609.344,3,10,1.7697626754140177,3.914171745021777,119.5,0,NA,NA,7.770555914379607,32,32,32,32,32,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1701,Astoria Kitten,3,NA,NA,NA,NA,1642.872,3.6666666666666665,4,2.283222539403592,6.509390308737506,119.33333333333333,0,NA,NA,29.68207862483571,37,38.75,40.5,42.25,44,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1702,Sparkling Sky,4,7,1,3,3,1684.7820000000002,3,7,2.188880090072735,4.656070596115583,119.5,0,NA,NA,22.861134564601784,28,28,28,31.5,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1703,Bredenbury (IRE),1,NA,NA,NA,NA,1609.344,6,5,2.2396509268861053,3.4358067897033244,122,0,NA,NA,8.730459671349546,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1704,Micheline,2,3,1,1,1,1659.636,5.5,4.5,2.029109624702714,5.184334685518815,120.5,0,NA,NA,27.535718764682287,84,84,84,84,84,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1705,Wicked Title,4,5,9,4,1,1458.468,6.25,6.333333333333333,1.7804279946457933,6.373516397716631,119.75,0,NA,NA,41.72609353471715,22,28.5,35,36.5,38,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1706,Sky Kitten,2,3,15,18,1,1508.76,5.5,5.5,3.075851682973762,3.856068800478417,119.5,0,NA,NA,105.34218259963968,102,102,102,102,102,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1707,Dowse's Beach,5,NA,NA,NA,NA,1247.2416,2.8,4.6,2.4408208007358185,6.714394752886229,123.2,0,NA,NA,NA,22,27.25,39,59.25,90,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1708,Le General,4,NA,NA,NA,NA,1357.884,4.25,4,1.7131198789787585,5.0876179549762695,118,0,NA,NA,28.774834896955973,27,27.5,28,80,132,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1709,Bourbon Mission,9,9,4,8,0,1218.184,4.444444444444445,6.111111111111111,2.353468465588311,6.001864593928731,119,0,NA,NA,NA,15,21.5,25,27.75,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1710,Ethan Hunt,5,NA,NA,NA,NA,1186.8912,6.8,3,2.110546092527361,7.156847289702847,120.8,0,NA,NA,NA,20,21.5,23,24.25,25,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1711,Manoffire,3,NA,NA,NA,NA,1408.176,9,6.333333333333333,1.893044158254738,6.396818971601808,118.66666666666667,0,NA,NA,15.055746862715267,21,22.75,24.5,26.25,28,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1712,Proven Reserves,4,NA,NA,NA,NA,1885.95,4.5,6.25,2.700743406762364,4.487854573111424,120.5,0,NA,NA,49.35753999976507,29,33,37,54,71,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1713,Ruby Bleu,1,NA,NA,NA,NA,1609.344,5,1,2.45359429647817,2.99998395350306,122,0,NA,NA,52.50334942679792,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1714,Westerland (GB),4,NA,NA,NA,NA,1760.22,7.5,6,2.238564810839146,4.086898760426239,121,0,NA,NA,44.18163973729316,6,17,28,49.5,71,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1715,Guns of Steel,3,NA,NA,NA,NA,1676.4,7,5,2.1644445615474956,3.8367937539950994,124.33333333333333,0,NA,NA,71.63212254060923,19,20,21,22,23,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1716,Empressof the Nile,5,NA,NA,NA,NA,2152.4976,3.2,4,2.0308558009119726,5.6979321567108725,120.2,0,NA,NA,NA,27,27.75,29,31.5,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1717,Homeland Security,3,NA,NA,NA,NA,2346.96,5.333333333333333,4.666666666666667,2.1362414949408377,4.140328431161175,123,0,NA,NA,NA,27,50.5,74,97.5,121,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1718,Lemon Zip,2,NA,NA,NA,NA,2313.432,2,2.5,1.9050448641231124,7.829193924988562,122,0,NA,NA,NA,142,142,142,142,142,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1719,Fools Gold,4,NA,NA,NA,NA,2363.724,3,4.25,2.2245883549558734,5.386655690404721,120.25,0,NA,NA,NA,27,28.5,30,47,64,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1720,Not in Jeopardy,1,NA,NA,NA,NA,2414.016,5,10,1.9036331730138456,6.394037642680891,118,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1721,Mercilla,2,NA,NA,NA,NA,2313.432,6,7,2.0933202372593103,5.6675930738630935,117.5,0,NA,NA,NA,27,27,27,27,27,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1722,Beau Belle,6,NA,NA,NA,NA,2078.736,3.1666666666666665,3.166666666666667,2.0676133460066484,4.912843426565429,122.33333333333333,0,NA,NA,NA,27,27,28,37,45,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1723,Sky Full of Stars (GER),3,NA,NA,NA,NA,2414.016,6.333333333333333,5,2.099285622407564,4.502766101792899,121,0,NA,NA,NA,30,45.25,60.5,75.75,91,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1724,Lady Montdore,4,NA,NA,NA,NA,2212.848,7,3.5,1.9913731667879155,7.94834695264791,119.25,0,NA,NA,NA,34,49,64,74.5,85,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1725,Pamina,1,NA,NA,NA,NA,2414.016,12,3,2.049386807579436,6.54938630769239,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1726,Independence Hall,1,1,1,1,0,1609.344,1,NA,2.3585516988061443,3.4253964057324575,118,0,NA,NA,76.27049740506254,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1727,Meru,1,1,1,1,0,1609.344,2,NA,2.0830014621859987,4.290607245242666,122,0,NA,NA,34.015462940057944,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1728,Chase Tracker,2,3,2,5,1,1709.9279999999999,3,5,2.0206909540415636,3.465412244482084,118,0,NA,NA,42.648275651584676,34,34,34,34,34,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1729,Famished,4,4,7,2,0,1483.614,3,5.5,2.3908469154325687,4.117536403277375,119,0,NA,NA,53.90748810855261,21,24.5,28,32,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1730,Ashaar,2,NA,NA,NA,NA,1508.76,3,NA,3.8546469415113673,4.686614658205093,118.5,0,NA,NA,19.32167818806148,22,22,22,22,22,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1731,Liveyourbeastlife,2,2,3,9,0,1508.76,3.5,6,2.098818272504693,8.579211922699601,118.5,0,NA,NA,49.80742456802423,46,46,46,46,46,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1732,Spycraft,2,NA,NA,NA,NA,1408.176,4,7,2.1710481074540207,4.267063121996312,118.5,0,NA,NA,37.56606356376997,43,43,43,43,43,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1733,Americanus,2,NA,NA,NA,NA,1408.176,4.5,1,2.1221708124150833,5.464717721385174,118.5,0,NA,NA,81.9771811384298,36,36,36,36,36,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1734,What's to Blame,5,NA,NA,NA,NA,1528.8768,2.6,5.2,2.5223447758549797,4.887790840445491,124.4,0,NA,NA,17.298490166065,17,26,32,48.5,89,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1735,Cavaradossi,7,7,10,3,0,1365.0685714285714,3.7142857142857144,2.8333333333333335,2.7402730064537484,4.626740247032691,124.42857142857143,0,NA,NA,28.55671478504627,17,25.5,35.5,45.5,50,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1736,Mr. Mike,2,NA,NA,NA,NA,1307.592,3.5,4.5,1.3049088639517605,9.230824451294936,121.5,0,NA,NA,NA,35,35,35,35,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1737,Sweet Ride,1,NA,NA,NA,NA,1207.008,6,8,2.1027698883132144,8.587104498389579,122,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1738,Good Solution,2,NA,NA,NA,NA,1307.592,7,6,1.8160026132917246,5.595003228465549,121.5,0,NA,NA,NA,35,35,35,35,35,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1739,Trans Mississippi,4,NA,NA,NA,NA,1307.592,5.25,3.75,2.186700642979389,6.345758480016041,116,0,NA,NA,86.88305782161193,29,31.5,34,54,74,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1740,Funderella,8,NA,NA,NA,NA,1232.154,4.625,4.75,2.242601688137143,4.679368638544662,119.625,0,NA,NA,NA,14,20,22,25.5,77,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1741,Savvy Cairo,3,NA,NA,NA,NA,1341.1200000000001,7,4,2.1440057250420455,6.2875702880126365,119.33333333333333,0,NA,NA,30.947846734034975,32,62.5,93,123.5,154,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1742,Remembering Bobbie,5,NA,NA,NA,NA,1307.592,4.4,7.25,2.121286309472564,5.166337906437155,120.6,0,NA,NA,NA,24,26.25,33.5,44,56,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1743,Playing Hooky,1,NA,NA,NA,NA,1709.928,1,1,2.13195342102549,3.643577063870063,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1744,Croque Monsieur (GB),1,NA,NA,NA,NA,1709.928,2,9,1.8060859329570775,5.134709708820155,124,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1745,Inscom,5,6,2,3,1,1548.9936,2.6,4,1.9041222149588286,6.559384476264079,123.4,0,NA,NA,12.512113088738904,13,22.75,27.5,29.25,30,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1746,Coral Legacy,6,NA,NA,NA,NA,1709.928,4,4.2,1.9792841855935637,5.233419611657852,119.33333333333333,0,NA,NA,29.19426876048033,22,31,39,42,49,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1747,Appealing Briefs,5,NA,NA,NA,NA,1669.6944,5,3,2.3520477129363893,5.462169051797628,121,0,NA,NA,23.894797177907584,33,33.75,35,42.25,61,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
1748,Ego,3,NA,NA,NA,NA,1676.4,5.666666666666667,5.666666666666667,1.9602318929485363,6.813761075418077,122.33333333333333,0,NA,NA,14.234149591388327,42,45.25,48.5,51.75,55,NA,NA,NA,No Reported Injury,NA,NA,NA,NA,NA,NA,0,NA,FALSE,NA
